phenotype,phecode,category,node_name,node_id,score
Primary open angle glaucoma,365.11,sense organs,LBP - Low back pain,279039007,1
Primary open angle glaucoma,365.11,sense organs,CAH - Chronic active hepatitis,197284004,1
Primary open angle glaucoma,365.11,sense organs,Bradycardia,48867003,1
Primary open angle glaucoma,365.11,sense organs,Ataxia,20262006,1
Primary open angle glaucoma,365.11,sense organs,Pseudoexfoliation syndrome,44219007,4
Primary open angle glaucoma,365.11,sense organs,Normal pregnancy,72892002,1
Primary open angle glaucoma,365.11,sense organs,Intragel vitreous haemorrhage,31341008,2
Primary open angle glaucoma,365.11,sense organs,Amblyopia,387742006,1
Primary open angle glaucoma,365.11,sense organs,TRD - Traction retinal detachment,34711008,2
Primary open angle glaucoma,365.11,sense organs,Cough,49727002,1
Primary open angle glaucoma,365.11,sense organs,ASD - Atrial septal defect,70142008,1
Primary open angle glaucoma,365.11,sense organs,Excision of vitreous opacity,75732000,2
Primary open angle glaucoma,365.11,sense organs,Dolor,22253000,1
Primary open angle glaucoma,365.11,sense organs,Retinal detachment due to full thickness retinal tear,19620000,2
Primary open angle glaucoma,365.11,sense organs,Aching muscles,68962001,1
Primary open angle glaucoma,365.11,sense organs,AAMD - Age related macular degeneration,267718000,1
Primary open angle glaucoma,365.11,sense organs,Diffuse parenchymal lung disease,233703007,1
Primary open angle glaucoma,365.11,sense organs,Leucocytopenia,84828003,1
Primary open angle glaucoma,365.11,sense organs,Iris neovascularisation,51995000,2
Primary open angle glaucoma,365.11,sense organs,Disorder of eye,371409005,5
Primary open angle glaucoma,365.11,sense organs,Decreased vision,7973008,5
Primary open angle glaucoma,365.11,sense organs,CE - Cataract extraction,54885007,2
Primary open angle glaucoma,365.11,sense organs,Idiopathic Parkinson's disease,49049000,1
Primary open angle glaucoma,365.11,sense organs,Impaired vision,397540003,5
Primary open angle glaucoma,365.11,sense organs,Osteosarcoma,307576001,1
Primary open angle glaucoma,365.11,sense organs,Farsightedness,38101003,2
Primary open angle glaucoma,365.11,sense organs,Chest discomfort,279084009,1
Primary open angle glaucoma,365.11,sense organs,PSC - posterior subcapsular cataract,315353005,2
Primary open angle glaucoma,365.11,sense organs,Detached retina,42059000,2
Primary open angle glaucoma,365.11,sense organs,Disease of eyeball,371405004,5
Primary angle-closure glaucoma,365.2,sense organs,Mechanical vitrectomy by pars plana approach,87021001,3
Primary angle-closure glaucoma,365.2,sense organs,Lens opacity,193570009,2
Primary angle-closure glaucoma,365.2,sense organs,Impaired vision,397540003,5
Primary angle-closure glaucoma,365.2,sense organs,Disease of eyeball,371405004,5
Primary angle-closure glaucoma,365.2,sense organs,AP - Angina pectoris,194828000,1
Primary angle-closure glaucoma,365.2,sense organs,RP - Retinitis pigmentosa,28835009,2
Primary angle-closure glaucoma,365.2,sense organs,PSC - posterior subcapsular cataract,315353005,2
Primary angle-closure glaucoma,365.2,sense organs,Esophageal ulcer,30811009,1
Primary angle-closure glaucoma,365.2,sense organs,Degenerative joint disease of knee,239873007,1
Primary angle-closure glaucoma,365.2,sense organs,Transplant rejection,213148006,1
Primary angle-closure glaucoma,365.2,sense organs,Collagen disease,81573002,1
Primary angle-closure glaucoma,365.2,sense organs,CE - Cataract extraction,54885007,2
Primary angle-closure glaucoma,365.2,sense organs,Low pressure hydrocephalus,30753002,1
Primary angle-closure glaucoma,365.2,sense organs,Decreased vision,7973008,5
Primary angle-closure glaucoma,365.2,sense organs,Paroxysmal digital cyanosis,266261006,1
Primary angle-closure glaucoma,365.2,sense organs,TRD - Traction retinal detachment,34711008,2
Primary angle-closure glaucoma,365.2,sense organs,Conjunctivitis,9826008,1
Primary angle-closure glaucoma,365.2,sense organs,Retinal detachment due to full thickness retinal tear,19620000,2
Primary angle-closure glaucoma,365.2,sense organs,Absent salivary secretion,87715008,1
Primary angle-closure glaucoma,365.2,sense organs,AAMD - Age related macular degeneration,267718000,2
Primary angle-closure glaucoma,365.2,sense organs,"MEA, type 1",30664006,1
Primary angle-closure glaucoma,365.2,sense organs,Disorder of eye,371409005,5
Primary angle-closure glaucoma,365.2,sense organs,Renal colic,7093002,1
Primary angle-closure glaucoma,365.2,sense organs,HRT - Hormone replacement therapy,266717002,1
Primary angle-closure glaucoma,365.2,sense organs,Congenital cataract,79410001,2
Primary angle-closure glaucoma,365.2,sense organs,Amblyopia,387742006,1
Primary angle-closure glaucoma,365.2,sense organs,Allergic granulomatosis angiitis,82275008,1
Primary angle-closure glaucoma,365.2,sense organs,Intragel vitreous haemorrhage,31341008,2
Primary angle-closure glaucoma,365.2,sense organs,Iris neovascularisation,51995000,2
Primary angle-closure glaucoma,365.2,sense organs,Abdominal lump,271860004,1
Primary angle-closure glaucoma,365.2,sense organs,CP - Cerebral palsy,128188000,1
Primary angle-closure glaucoma,365.2,sense organs,Excision of vitreous opacity,75732000,2
Primary angle-closure glaucoma,365.2,sense organs,Musca volitans,15013002,2
Primary angle-closure glaucoma,365.2,sense organs,Gelineau's syndrome,60380001,1
Primary angle-closure glaucoma,365.2,sense organs,Detached retina,42059000,2
Essential hypertension,401.1,circulatory system,Coronary artery spasm,23687008,3
Essential hypertension,401.1,circulatory system,Esophagitis,16761005,1
Essential hypertension,401.1,circulatory system,NS - Nephrotic syndrome,52254009,2
Essential hypertension,401.1,circulatory system,AAA - Abdominal aortic aneurysm,233985008,4
Essential hypertension,401.1,circulatory system,Detachment of nail,75789001,1
Essential hypertension,401.1,circulatory system,Atheromatosis,38716007,5
Essential hypertension,401.1,circulatory system,CLBP - Chronic low back pain,278860009,1
Essential hypertension,401.1,circulatory system,Cutaneous mycosis,14560005,1
Essential hypertension,401.1,circulatory system,Secondary thyroid hyperplasia,26389007,1
Essential hypertension,401.1,circulatory system,"45, X syndrome",38804009,1
Essential hypertension,401.1,circulatory system,Arterial hypoxaemia,389087006,3
Essential hypertension,401.1,circulatory system,ACS - Acute coronary syndrome,394659003,4
Essential hypertension,401.1,circulatory system,OM - Osteomyelitis,60168000,1
Essential hypertension,401.1,circulatory system,Cholesterol measurement,77068002,5
Essential hypertension,401.1,circulatory system,AP - Angina pectoris,194828000,4
Essential hypertension,401.1,circulatory system,Dysmetabolic syndrome X,237602007,5
Essential hypertension,401.1,circulatory system,Cardiac ischemia,414795007,5
Essential hypertension,401.1,circulatory system,Heart rate fast,3424008,4
Essential hypertension,401.1,circulatory system,Angiogram,77343006,4
Essential hypertension,401.1,circulatory system,DM - Diabetes mellitus,73211009,4
Essential hypertension,401.1,circulatory system,Carious lesion,80967001,1
Essential hypertension,401.1,circulatory system,CS - Caesarean section,11466000,1
Essential hypertension,401.1,circulatory system,Compression fracture,21947006,1
Essential hypertension,401.1,circulatory system,AR - Allergic rhinitis,61582004,1
Essential hypertension,401.1,circulatory system,AF - Atrial fibrillation,49436004,4
Essential hypertension,401.1,circulatory system,Peripheral arterial disease,399957001,5
Essential hypertension,401.1,circulatory system,Good neonatal condition at birth,102500002,1
Essential hypertension,401.1,circulatory system,At risk of CHD,315016007,5
Essential hypertension,401.1,circulatory system,Arrhythmia,44808001,4
Essential hypertension,401.1,circulatory system,Human papilloma virus infection,240532009,1
Essential hypertension,401.1,circulatory system,Pain in shoulder,45326000,3
Essential hypertension,401.1,circulatory system,ASHD - Atherosclerotic heart disease,53741008,5
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,HCM - Hypertrophic cardiomyopathy,233873004,3
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,Dissecting aneurysm of aorta,308546005,3
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,VT - Ventricular tachycardia,25569003,5
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,Bradycardia,48867003,3
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,CCF - Congestive cardiac failure,42343007,4
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,Palsy,44695005,1
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,Has a tremor,26079004,1
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,At risk of CHD,315016007,5
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,Antisocial personality disorder,26665006,1
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,Anger,75408008,1
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,SVT - Supraventricular tachycardia,6456007,3
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,Constrictive cardiomyopathy,415295002,2
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,TEE procedure,105376000,3
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,AHG deficiency disease,28293008,1
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,Heart rate fast,3424008,4
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,Cardiac arrest - ventricular fibrillation,71908006,5
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,AF - Atrial fibrillation,49436004,3
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,HD - Hodgkin's disease,118599009,2
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,Impacted teeth,235104008,1
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,Cellulitis of face,200652002,1
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,Histoplasmosis,12962009,1
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,HB - Heart block,233916004,4
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,Abnormal sexual function,56925008,2
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,Excessive sleep,77692006,1
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,Cardiac disorder,56265001,5
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,Sick sinus syndrome,36083008,3
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,Blackout,271594007,1
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,CN - Constipation,14760008,1
Unstable angina (intermediate coronary syndrome),411.1,circulatory system,Feeling suicidal,225457007,1
Myocardial infarction,411.2,circulatory system,AI - Aortic incompetence,60234000,3
Myocardial infarction,411.2,circulatory system,Heart rate fast,3424008,4
Myocardial infarction,411.2,circulatory system,Blackout,271594007,4
Myocardial infarction,411.2,circulatory system,At risk of CHD,315016007,5
Myocardial infarction,411.2,circulatory system,Constrictive cardiomyopathy,415295002,4
Myocardial infarction,411.2,circulatory system,TEE procedure,105376000,3
Myocardial infarction,411.2,circulatory system,Discharge from back of nose,75803007,1
Myocardial infarction,411.2,circulatory system,CCA - Cardiac catheterisation,41976001,4
Myocardial infarction,411.2,circulatory system,Necrotising cellulitis,52486002,3
Myocardial infarction,411.2,circulatory system,Acute epidemic vertigo,186738001,1
Myocardial infarction,411.2,circulatory system,Hyperhidrosis,312230002,5
Myocardial infarction,411.2,circulatory system,Hospice care,385763009,1
Myocardial infarction,411.2,circulatory system,Changeable mood,18963009,1
Myocardial infarction,411.2,circulatory system,Sick sinus syndrome,36083008,1
Myocardial infarction,411.2,circulatory system,Urticaria,126485001,1
Myocardial infarction,411.2,circulatory system,Apnea,1023001,3
Myocardial infarction,411.2,circulatory system,SVT - Supraventricular tachycardia,6456007,5
Myocardial infarction,411.2,circulatory system,Bleeding peptic ulcer,64121000,2
Myocardial infarction,411.2,circulatory system,CGL - Chronic granulocytic leukaemia,92818009,1
Myocardial infarction,411.2,circulatory system,Adenoma sebaceum syndrome,7199000,1
Myocardial infarction,411.2,circulatory system,Bradycardia,48867003,4
Myocardial infarction,411.2,circulatory system,AF - Atrial fibrillation,49436004,5
Myocardial infarction,411.2,circulatory system,CTx - Cardiac transplant,32413006,2
Myocardial infarction,411.2,circulatory system,CCF - Congestive cardiac failure,42343007,4
Myocardial infarction,411.2,circulatory system,Icterus neonatorum,387712008,1
Myocardial infarction,411.2,circulatory system,Schizophrenia,58214004,1
Myocardial infarction,411.2,circulatory system,Dissecting aneurysm of aorta,308546005,4
Myocardial infarction,411.2,circulatory system,HB - Heart block,233916004,4
Myocardial infarction,411.2,circulatory system,VT - Ventricular tachycardia,25569003,5
Myocardial infarction,411.2,circulatory system,Bony metastasis,94222008,1
Myocardial infarction,411.2,circulatory system,Oral cavity pain,102616008,1
Myocardial infarction,411.2,circulatory system,Subacromial bursitis,40799003,1
Myocardial infarction,411.2,circulatory system,HCM - Hypertrophic cardiomyopathy,233873004,4
Angina pectoris,411.3,circulatory system,TEE procedure,105376000,3
Angina pectoris,411.3,circulatory system,Constrictive cardiomyopathy,415295002,2
Angina pectoris,411.3,circulatory system,Ankle sprain,44465007,1
Angina pectoris,411.3,circulatory system,Nephroblastoma,302849000,1
Angina pectoris,411.3,circulatory system,Unexplained weight loss,422868009,1
Angina pectoris,411.3,circulatory system,AF - Atrial fibrillation,49436004,3
Angina pectoris,411.3,circulatory system,Pharyngitis,405737000,1
Angina pectoris,411.3,circulatory system,HB - Heart block,233916004,3
Angina pectoris,411.3,circulatory system,AC - Amniocentesis,34536000,1
Angina pectoris,411.3,circulatory system,Fibrous cavernositis,1335005,1
Angina pectoris,411.3,circulatory system,Arrhythmia,44808001,4
Angina pectoris,411.3,circulatory system,Renal tubular acidosis,1776003,1
Angina pectoris,411.3,circulatory system,Bradycardia,48867003,4
Angina pectoris,411.3,circulatory system,ABS - Acute brain syndrome,2776000,1
Angina pectoris,411.3,circulatory system,Degeneration of intervertebral disc,77547008,1
Angina pectoris,411.3,circulatory system,Peripheral arterial disease,399957001,5
Angina pectoris,411.3,circulatory system,Heart rate fast,3424008,4
Angina pectoris,411.3,circulatory system,BDR - Background diabetic retinopathy,390834004,4
Angina pectoris,411.3,circulatory system,EP - Ectopic pregnancy,34801009,1
Angina pectoris,411.3,circulatory system,VT - Ventricular tachycardia,25569003,5
Angina pectoris,411.3,circulatory system,AAA - Abdominal aortic aneurysm,233985008,4
Angina pectoris,411.3,circulatory system,Discharge from back of nose,75803007,1
Angina pectoris,411.3,circulatory system,Decreased vision,7973008,1
Angina pectoris,411.3,circulatory system,SVT - Supraventricular tachycardia,6456007,4
Angina pectoris,411.3,circulatory system,Dissecting aneurysm of aorta,308546005,5
Angina pectoris,411.3,circulatory system,Aphasia,87486003,1
Angina pectoris,411.3,circulatory system,CCF - Congestive cardiac failure,42343007,4
Angina pectoris,411.3,circulatory system,Angiogram,77343006,5
Angina pectoris,411.3,circulatory system,EN - Erythema nodosum,32861005,1
Angina pectoris,411.3,circulatory system,Sick sinus syndrome,36083008,3
Angina pectoris,411.3,circulatory system,Aspergillosis,65553006,1
